Title,Old Url,New Url,Status,Notes,Group,Name,Whole Tag,Suggested Links
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/HomeAndCommunity/Yourcommunityandenvironment/DG_069311CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/en/YoungPeople/CrimeAndJustice/GoingToThePolice/DG_352,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Parents/HavingABaby/AfterTheBirth/DG_4002870CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/HomeAndCommunity/Gettinginvolvedinyourcommunity/Charities/Startingacharity/Isstartingacharitytherightchoice/index.htm,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/HomeAndCommunity/Gettinginvolvedinyourcommunity/Charities/Complaintsaboutcharities/DG_195053CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/HomeAndCommunity/Gettinginvolvedinyourcommunity/Charities/Startingacharity/Becomingaregisteredcharity/index.htm,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/en/Diol1/DoItOnline/DG_4017970,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/en/Environmentandgreenerliving/Greenertravel/Greenerleisure/,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/en/TravelAndTransport/Publictransport/TrafficManagement/DG_10026767,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/Over50HealthAndWellBeing/SupportAndYourEveryDayHealth/DG_10028027CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/Over50HealthAndWellBeing/SupportAndYourEveryDayHealth/DG_10026841CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/Over50HealthAndWellBeing/SupportAndYourEveryDayHealth/DG_10026831CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/Over50HealthAndWellBeing/SupportAndYourEveryDayHealth/DG_10026840CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/TravelAndLeisure/Leisure/DG_10027571CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/Over50HealthAndWellBeing/LookingAfterYourself/DG_10026836CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/Over50HealthAndWellBeing/LookingAfterYourself/DG_10026832CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/Over50HealthAndWellBeing/LookingAfterYourself/DG_10026837CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/Over50HealthAndWellBeing/Healthandfitness/DG_10026835CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/Over50HealthAndWellBeing/Healthandfitness/DG_070069CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/cy/Pensionsandretirementplanning/Over50HealthAndWellBeing/Healthandfitness/DG_10028039CY,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/en/YoungPeople/Youthfunds/DG_067057,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
301 Moved Permanently,http://www.direct.gov.uk/en/YoungPeople/Youthfunds/DG_067056,"",410,"",site source status destination reviewed,directgov crawler closed gone no,site:directgov source:crawler status:closed destination:gone reviewed:no,
3H Fund : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10014459,"",410, Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
4Children : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_171158,,410,Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
: Directgov - Do it online,http://www.direct.gov.uk/en/Diol1/DoItOnline/WP/DG_WP194200,https://www.gov.uk/planning-permission-england-wales,301,24/09/12 AK - updated as GOV.UK URL changed.,content-type section site source status reviewed destination,article do-it-online directgov mapping-exercise closed no content,content-type:article section:do-it-online site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
: Directgov - More videos,http://www.direct.gov.uk/en/Video/Morevideos/DG_WP199051,"",410,"",content-type section site source status destination,video central-site directgov mapping-exercise closed gone,content-type:video section:central-site site:directgov source:mapping-exercise status:closed destination:gone,
: Directgov - Video,http://www.direct.gov.uk/en/Video/DG_WP195806,"",410,"",content-type section site source status destination,video central-site directgov mapping-exercise closed gone,content-type:video section:central-site site:directgov source:mapping-exercise status:closed destination:gone,
A chance to share your views on public services : Directgov - Newsroom,http://www.direct.gov.uk/en/Nl1/Newsroom/DG_175724,,410,"",content-type section site source status destination,article newsroom directgov mapping-exercise closed gone,content-type:article section:newsroom site:directgov source:mapping-exercise status:closed destination:gone,
"A guide for deputies using the Court Funds Office : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/Mentalcapacityandthelaw/HowtheCourtFundsOfficemanagesyourmoney/DG_195026,https://www.gov.uk/become-deputy/overview,301,Pointed to the deputyship info as this more specifically relevant to the type of user we'd expect to be looking for it,content-type section site source status destination,article government-citizens-and-rights directgov mapping-exercise closed content,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed destination:content,
"A guide to The Queen's Award for Voluntary Service : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/UKgovernment/Honoursawardsandmedals/TheQueensAwardforVoluntaryService/DG_181020,https://www.gov.uk/queens-award-for-voluntary-service/overview,301,CO,content-type section site source status destination,article government-citizens-and-rights directgov mapping-exercise closed content,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed destination:content,
A guide to choosing a school : Directgov - Parents,http://www.direct.gov.uk/en/Parents/Schoolslearninganddevelopment/ChoosingASchool/DG_10023401,https://www.gov.uk/schools-admissions/choosing-schools,301,"",content-type section site source status destination,article parents directgov mapping-exercise closed content,content-type:article section:parents site:directgov source:mapping-exercise status:closed destination:content,
A guide to higher education admissions through UCAS : Directgov - Education and learning,http://www.direct.gov.uk/en/EducationAndLearning/UniversityAndHigherEducation/ApplyingForAHigherEducationCourse/DG_10013213,"",410,"Info elsewhere on web

This info is on UCAS website",content-type section site source status reviewed destination,article education-and-learning directgov mapping-exercise closed no gone,content-type:article section:education-and-learning site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ucas.com/
A guide to the Mutual Recognition scheme : Directgov - Motoring,http://www.direct.gov.uk/en/Motoring/BuyingAndSellingAVehicle/ImportingAndExportingAVehicle/DG_10028413,https://www.gov.uk/importing-vehicles-into-the-uk/mutual-recognition-and-type-approval,301,"Use this space to enter notes to Donna/Lisa, eg potential content changes to gov.uk, potential new need",content-type section site source status destination,article motoring directgov mapping-exercise closed content,content-type:article section:motoring site:directgov source:mapping-exercise status:closed destination:content,
A history of climate change,http://www.direct.gov.uk/en/Environmentandgreenerliving/Thewiderenvironment/Climatechange/DG_072901,,410, Info elsewhere on web,content-type section site source status destination,article environment-and-greener-living directgov mapping-exercise closed gone,content-type:article section:environment-and-greener-living site:directgov source:mapping-exercise status:closed destination:gone,
A to Z of local councils : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/Localcouncils/AToZOfLocalCouncils/,https://www.gov.uk/find-your-local-council,301,"Other

Directgov nav page for Contacts",content-type section site source status reviewed destination,a-z directories directgov mapping-exercise closed no content,content-type:a-z section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,
A to Z of local councils : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/Localcouncils/AToZOfLocalCouncils/DG_A-Z_LG,https://www.gov.uk/find-your-local-council,301,"Other

Directgov nav page for Contacts",content-type section site source status reviewed destination,a-z directories directgov mapping-exercise closed no content,content-type:a-z section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,
A to Z of local councils with index.htm,http://www.direct.gov.uk/en/Dl1/Directories/Localcouncils/AToZOfLocalCouncils/index.htm,https://www.gov.uk/find-your-local-council,301,18/10/12 AK - this didn't work last time so trying again. This page was accessed (with a resulting 404) 415 times.,content-type status reviewed destination,a-z closed no content,content-type:a-z status:closed reviewed:no destination:content,""
A-Z of Local Directgov services : Directgov - Do it online,http://www.direct.gov.uk/en/Diol1/DoItOnline/DG_073190,https://www.gov.uk/browse/housing/local-councils,301,"25/10/12 AK - updated, integration tests.
11/07/12 AK - updated mapping; review-o-matic.

<a name=> anchor to 'Community and local services' would be useful",content-type section site source status reviewed destination,article do-it-online directgov mapping-exercise closed no content,content-type:article section:do-it-online site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
A-Z of central government : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/A-ZOfCentralGovernment/index.htm,https://www.gov.uk/browse/citizenship/government,301,14/10/12 AK - should map to Inside Government (https://www.gov.uk/government/organisations) when launched.,content-type section site source status reviewed destination,a-z directories directgov mapping-exercise closed no content,content-type:a-z section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
A-Z of central government : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/A-ZOfCentralGovernment/DG_A-Z_CG,https://www.gov.uk/browse/citizenship/government,301,"15/10/12 AK - updated as the 'real' URL is 301 to https://www.gov.uk/browse/citizenship/government.

26/07/12 AK - removed 'New URL' as page is 410; explore-o-matic.",content-type section site source status reviewed destination,a-z directories directgov mapping-exercise closed no content,content-type:a-z section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
A-Z of central government with trailing slash,http://www.direct.gov.uk/en/Dl1/Directories/A-ZOfCentralGovernment/,https://www.gov.uk/browse/citizenship/government,301,23/10/12 AK - other websites are linking to this URL as it's showing on 404 reports.,content-type status reviewed destination,article closed no content,content-type:article status:closed reviewed:no destination:content,""
ACE Centre Advisory Trust : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011076,,410,Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
ACE Centre North : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_186379,,410,Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
ALRA (Academy of Live & Recorded Arts) : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10027214,,410,Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
APT Trust (Aviation for Paraplegics and Tetraplegics Trust) : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_171061,,410,Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
AS and A levels : Directgov - Education and learning,http://www.direct.gov.uk/en/EducationAndLearning/QualificationsExplained/DG_10039018,"",410,"Other

Will the custom app cover some of this?",content-type section site source status reviewed destination,article education-and-learning directgov mapping-exercise closed no gone,content-type:article section:education-and-learning site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ofqual.gov.uk/
ASD IDV end : Directgov - Do it online,http://www.direct.gov.uk/en/Diol1/DoItOnline/WP/DG_WP197882,"",410,"Other

15/06/12 AK - transaction exit page, is it being used?
18/06/12 AK - it shouldn't be in use. No map.",content-type section site source status destination,article do-it-online directgov mapping-exercise closed gone,content-type:article section:do-it-online site:directgov source:mapping-exercise status:closed destination:gone,
ASD logout : Directgov - Do it online,http://www.direct.gov.uk/en/Diol1/DoItOnline/WP/DG_WP197883,"",410,"Other

15/06/12 AK - transaction exit page, is it being used?
18/06/12 AK - it shouldn't be in use. No map.",content-type section site source status destination,article do-it-online directgov mapping-exercise closed gone,content-type:article section:do-it-online site:directgov source:mapping-exercise status:closed destination:gone,
ASH : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10010985,,410, Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
Aberdeen City Council : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011732,"",410,Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.cosla.gov.uk/scottish-local-government
Aberdeenshire Council : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10011733,"",410,Info elsewhere on web,content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.cosla.gov.uk/scottish-local-government
