,Pages,URL,HRef,Visits,Views,Average Time Viewed (seconds),Average Time to Serve (ms)
105,Ministry of Defence | About Defence | What we do | Personnel | Armed Forces Pensions Compensation and Veterans | Armed Forces Pensions,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/personnel/pensions/armedforcespensions.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/personnel/pensions/armedforcespensions.htm,14477,19741,81,0
106,Ministry of Defence | Defence For... | The Service Community | Education | SCE | Service Children's Education,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/education/sce/servicechildrenseducation.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/education/sce/servicechildrenseducation.htm,14404,20019,92,0
107,Ministry of Defence | Defence News | Military Operations | MOD confirms names of the six soldiers believed killed in Helmand,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/modconfirmsnamesofthesixsoldiersbelievedkilledinhelmand.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/modconfirmsnamesofthesixsoldiersbelievedkilledinhelmand.htm,14263,19063,109,0
108,Ministry of Defence | Defence News | Press Centre | Media Enquiries,http://www.mod.uk/defenceinternet/defencenews/presscentre/mediaenquiries.htm,http://www.mod.uk/defenceinternet/defencenews/presscentre/mediaenquiries.htm,14136,16713,141,0
109,Ministry of Defence | About Defence | What we do | Science and Technology | DESG | DESG Showcase 5,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/scienceandtechnology/desg/desgshowcase5.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/scienceandtechnology/desg/desgshowcase5.htm,14094,19599,26,0
110,Ministry of Defence | Defence News | History and Honour | Armed Forces to mount spectacular tribute for Queen's Diamond Jubilee,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/armedforcestomountspectaculartributeforqueensdiamondjubilee.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/armedforcestomountspectaculartributeforqueensdiamondjubilee.htm,14061,16373,108,0
111,Ministry of Defence | About Defence | What we do | Media and Public Communication | DMOC | The Defence Media Operations Centre (DMOC),http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/mediaandpubliccommunication/dmoc/thedefencemediaoperationscentredmoc.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/mediaandpubliccommunication/dmoc/thedefencemediaoperationscentredmoc.htm,13895,18495,284,0
112,Ministry of Defence | Defence News | Equipment and Logistics | Design unveiled of Royal Navy's future warships,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/designunveiledofroyalnavysfuturewarships.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/designunveiledofroyalnavysfuturewarships.htm,13729,20016,84,0
113,Ministry of Defence | About Defence | Corporate Publications | MOD Structure | Departmental Organisation Charts1,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/structure/departmentalorganisationcharts1.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/structure/departmentalorganisationcharts1.htm,13640,24653,94,0
114,Ministry of Defence | Defence News | Military Operations | Senior Aircraftman Ryan Tomlin killed in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/senioraircraftmanryantomlinkilledinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/senioraircraftmanryantomlinkilledinafghanistan.htm,13629,16022,128,0
115,Ministry of Defence | MicroSite | DES | Our Publications | DE&S Organisation Chart,http://www.mod.uk/defenceinternet/microsite/des/ourpublications/deandsorganisationchart.htm,http://www.mod.uk/defenceinternet/microsite/des/ourpublications/deandsorganisationchart.htm,13593,19566,148,0
116,Ministry of Defence | About Defence | What we do | Science and Technology | DESG | How to Apply,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/scienceandtechnology/desg/howtoapply.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/scienceandtechnology/desg/howtoapply.htm,13471,19903,72,0
117,Ministry of Defence | Defence News | Equipment and Logistics | Royal Navy trials new combat uniform,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/royalnavytrialsnewcombatuniform.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/royalnavytrialsnewcombatuniform.htm,13438,18074,85,0
118,Ministry of Defence | About Defence | What we do | Personnel | Welfare | Armed Forces Covenant | The Armed Forces Covenant,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/personnel/welfare/armedforcescovenant/thearmedforcescovenant.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/personnel/welfare/armedforcescovenant/thearmedforcescovenant.htm,13308,17342,102,0
119,Ministry of Defence | Defence News | Military Operations | Captain Tom Jennings killed in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/captaintomjenningskilledinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/captaintomjenningskilledinafghanistan.htm,13278,16116,61,0
120,Ministry of Defence | Help | Telephone and postal enquiries help,http://www.mod.uk/defenceinternet/help/helpwithtelephoneandpostalenquiries.htm,http://www.mod.uk/defenceinternet/help/helpwithtelephoneandpostalenquiries.htm,13199,15249,116,0
121,Ministry of Defence | About Defence | People | Chiefs of staff,http://www.mod.uk/defenceinternet/aboutdefence/people/chiefsofstaff/ministers.htm,http://www.mod.uk/defenceinternet/aboutdefence/people/chiefsofstaff/ministers.htm,13196,31326,14,0
122,Ministry of Defence | Defence For... | The Service Community | Education | Children's Education Advisory Service (CEAS),http://www.mod.uk/defenceinternet/defencefor/servicecommunity/education/childrenseducationadvisoryservice.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/education/childrenseducationadvisoryservice.htm,13158,18127,230,0
123,Ministry of Defence | Defence For... | The Service Community | BFPO | BFPO Locations,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/bfpo/bfpolocations.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/bfpo/bfpolocations.htm,12979,16999,122,0
124,Ministry of Defence | Defence For... | The Service Community | BFPO | Mail Prohibitions and Restrictions,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/bfpo/mailprohibitionsandrestrictions.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/bfpo/mailprohibitionsandrestrictions.htm,12649,14028,147,0
125,Ministry of Defence | Defence News | Equipment and Logistics | Deal signed for new combat boots,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/dealsignedfornewcombatboots.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/dealsignedfornewcombatboots.htm,12614,18354,87,0
126,Ministry of Defence | About Defence | Corporate Publications | Security and Intelligence Publications | DBS National Security Vetting,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/securityandintelligencepublications/dva/defencevettingagencypublications.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/securityandintelligencepublications/dva/defencevettingagencypublications.htm,12589,20570,125,0
127,Ministry of Defence | Defence News | Military Operations | Captain Rupert Bowers killed in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/captainrupertbowerskilledinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/captainrupertbowerskilledinafghanistan.htm,12581,14354,147,0
128,Ministry of Defence | Defence News | Military Operations | Captain James Anthony Townley dies in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/captainjamesanthonytownleydiesinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/captainjamesanthonytownleydiesinafghanistan.htm,12557,15706,118,0
129,Ministry of Defence | About Defence | Corporate Publications | Personnel Publications | Medals | Applying for Medals,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/personnelpublications/medals/applyingformedals.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/personnelpublications/medals/applyingformedals.htm,12489,20447,118,0
130,Ministry of Defence | Defence For... | Jobseekers | Civilian Careers | Specialist Recruitment,http://www.mod.uk/defenceinternet/defencefor/jobseekers/civiliancareers/specialistrecruitment.htm,http://www.mod.uk/defenceinternet/defencefor/jobseekers/civiliancareers/specialistrecruitment.htm,12485,15108,63,0
131,Ministry of Defence | Help,http://www.mod.uk/defenceinternet/help/,http://www.mod.uk/defenceinternet/help/,12378,15928,28,0
132,Ministry of Defence | Contact us | Freedom of Information - Information request,http://www.mod.uk/defenceinternet/contactus/freedomofinformationinformationrequest.htm,http://www.mod.uk/defenceinternet/contactus/freedomofinformationinformationrequest.htm,12304,15322,139,0
133,,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/scienceandtechnology/desg/desg homepage.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/scienceandtechnology/desg/desg homepage.htm,12177,17033,26,0
134,Ministry of Defence | Defence News | Military Operations | RAF Force Protection Wing defends Camp Bastion during Taliban attack,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/rafforceprotectionwingdefendscampbastionduringtalibanattack.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/rafforceprotectionwingdefendscampbastionduringtalibanattack.htm,12118,14860,135,0
135,Ministry of Defence | Defence News | Military Operations | Two servicemen killed in Lashkar Gah,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/twoservicemenkilledinlashkargah.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/twoservicemenkilledinlashkargah.htm,12034,13088,99,0
136,Ministry of Defence | About Defence | Corporate Publications | Boards of Inquiry and Service Inquiries,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/boardsofinquiry/boardsofinquirybois.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/boardsofinquiry/boardsofinquirybois.htm,11982,28213,130,0
137,Ministry of Defence | About Defence | People | Chiefs of staff | Chief of the Defence Staff,http://www.mod.uk/defenceinternet/aboutdefence/people/chiefsofstaff/chiefofthedefencestaff.htm,http://www.mod.uk/defenceinternet/aboutdefence/people/chiefsofstaff/chiefofthedefencestaff.htm,11896,14615,75,0
138,Ministry of Defence | Defence News | Press Centre,http://www.mod.uk/defenceinternet/defencenews/presscentre/presscentre.htm,http://www.mod.uk/defenceinternet/defencenews/presscentre/presscentre.htm,11855,15634,38,0
139,Ministry of Defence | Defence News | Defence Policy and Business | 12th Mechanized Brigade to replace 20th Armoured Brigade in Helmand,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/12thmechanizedbrigadetoreplace20tharmouredbrigadeinhelmand.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/12thmechanizedbrigadetoreplace20tharmouredbrigadeinhelmand.htm,11848,17187,111,0
140,Ministry of Defence | Defence News | History and Honour | 2012: New Year's Honours for Service personnel and Defence civilians,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/2012newyearshonoursforservicepersonnelanddefencecivilians.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/2012newyearshonoursforservicepersonnelanddefencecivilians.htm,11727,12899,178,0
141,Ministry of Defence | Defence News | Military Operations | Lieutenant Edward Drummond-Baxter and Lance Corporal Siddhanta Kunwar killed in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/lieutenantedwarddrummondbaxterandlancecorporalsiddhantakunwarkilledinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/militaryoperations/lieutenantedwarddrummondbaxterandlancecorporalsiddhantakunwarkilledinafghanistan.htm,11521,13292,206,0
